PoliceDepartment,UserID,SenderScreename,UserName,senderDescription,senderFollowers,senderFriends,senderTFF,UserLocation,senderLocationTag,sender.agency,sender.comention,sendTFF_range,PDLocation,UserRole
BPDVT,165394960,fotwheel,Fellowship of Wheel,"Chittenden County, VermontŒ_í_ŒÈs mountain bike trail building and advocacy group.  We are responsible for creating and maintaining over 100 miles of trails. #btv",276,292,0.945205479,Vermont,Non-Local,0,0,<1,"Burlington, Vermont",Other Sectors
CLEpolice,165539788,jenpicciano,Jennifer Picciano,"Reporter for WOIO-TV 19 Action News, producer/talent for Cleveland Cooks, Clevelander, mom and wanna be chef",2138,1099,1.945404914,"Cleveland, Ohio",Local,0,0,1->2,"Cleveland, OH",Media
NYPDnews,165566903,ezell_jenkins,Ernesto,I steal change outta people's cars and get foot rubs from your favorite auntie.,409,453,0.902869757,Planned Parenthood,Non-Local,0,0,<1,New York City,Not Identified
detroitpolice,165617821,darrenyarbrough,Darren T. Yarbrough,"Darren T. Yarbrough is a recognized Safety, Security, Emergency and Risk Management Professional.",126,111,1.135135135,"Atlanta, GA",Non-Local,0,0,1->2,"City of Detroit, MI",Not Identified
NYPDnews,165807088,tribecatrib,Tribeca Trib,"From Canal Street to the Battery, and everything in between.",1977,324,6.101851852,"New York, NY",Local,0,0,2->10,New York City,Not Identified
boulderpolice,166009848,marckmgh,Marc Stewart KMGH,"News Reporter/Anchor, KMGH ABC7 in Denver. Alcatraz Swimmer, Ironman 70.3 3x, aviation geek, global traveler, observer. Retweets not endorsements.",3559,2888,1.23234072,Denver,Non-Local,0,0,1->2,"Boulder, CO",Media
CLEpolice,166396386,NA,LifeSciencesMkt,"Healthcare professionals working in the clinical and non-clinical settings including biotechnology, pharmaceutical, medical devices and life sciences industries",2490,120,20.75,Chicago,Non-Local,0,0,>10,"Cleveland, OH",Not Identified
NYPDnews,166429795,nycgreencleaner,BridgestoneCleaners,"The Best Environmentally sound Dry Cleaner in NYC!

Brooklyn's ONLY member Association of Wedding Gown Specialists!",249,458,0.543668122,109 Front Street Brooklyn  NY,Local,0,0,<1,New York City,Not Identified
NYPDnews,166710871,getmania,Arthur Getman,1/2 of @2Xthree; 1/8 M of #VisionZero; All tweets represent my views alone,70,230,0.304347826,"Brooklyn, NY",Local,0,0,<1,New York City,Not Identified
SFPD,166762774,sfcontroller,SF Controller,The Controller is the chief accounting officer and auditor for the City and County of San Francisco. Subscribe to our reports:,423,621,0.68115942,"San Francisco, CA",Local,0,0,<1,"San Francisco, CA",Police
NYPDnews,166801505,rachelshechtman,Rachel Shechtman,Founder of STORY: @thisisSTORY / formerly A Startup Store | Consultant | Entrepreneur | Enterprise Match Maker,4402,1193,3.689857502,"New York, NY ",Local,0,0,>10,New York City,Other Sectors
CLEpolice,166843756,ky_grey95,Kyler Greywacz,"I'm 19 & graduated as part of the Class of 2014 from Strongsville High School! I am a gamer. Autistic, and proud. I'm really nice, and love having crazy fun!",602,1674,0.359617682,"Strongsville, OH",Non-Local,0,0,<1,"Cleveland, OH",Not Identified
CLEpolice,167495161,rustbeltrants,rustbeltrants,Coffee. Wine. Bourbon. Writing. Classic rock. Good food. More writing. Parenting. Running. Acting. Swearing. Dancing.,1243,2000,0.6215,Cleveland,Local,0,0,<1,"Cleveland, OH",Not Identified
NYPDnews,167639411,richard5046,Richard Forshaw,"Intensive Care Paramedic. Photographer, Rugby Union fan (Chiefs), Lvl 2 Sports Trainer. FR24 feed F-YSCB3. all opinions are mine",218,643,0.33903577,Australia,Non-Local,0,0,<1,New York City,Other Sectors
NYPDnews,168565837,chris__boyette,Chris Boyette,"journalist, writer, cynical optimist

#XPlatform @CNN

http://bit.ly/CNNChrisBoyette",988,1867,0.529191216,NYC,Local,0,0,<1,New York City,Media
NYPDnews,168663787,therealcarolina,Carolina Bermudez,"Nicoya in NYC! Noah's proud mama. Co-host Cubby & Carolina in the Morning on @1035ktu! One time, Stevie Wonder told me I was beautiful. But, he's blind so...",86002,1428,60.2254902,"Brooklyn, NY",Local,0,0,>10,New York City,Media
StocktonPolice,168720269,sanacardi,LaSanya Rucker,"I BELIEVE IN FLYING FREE, BUT LANDING WITH BOTH FEET ON SOLID GROUND ...

Volunteer-Organizing For Action opinions express are my own",2385,2391,0.99749059,Henderson. Nevada,Non-Local,0,0,<1,"Stockton, CA, USA",Not Identified
NYPDnews,168820035,mahsawho,Mahsa Saeidi,"Journalist Covering NYC Freelance 4 @NY1 & SCOTUS 4 @SupremeCourtRev. Attorney, Former Prosecutor, Analyst. RT Œ_í_í_ Endorsements. Tweets Œ_í_í_ Employer Views.",5992,1692,3.541371158,"New York, NY",Local,0,0,>10,New York City,Other Sectors
CLEpolice,168834605,expedience2,Larry,"Air force veteran, retired peace officer. A pragmatist, therefore no  RWNJ's. Or libertarians. Re-tweets not endorsements.",3604,3215,1.120995334,NYC,Non-Local,0,0,1->2,"Cleveland, OH",Not Identified
NYPDnews,168910452,anniemcawesome,Annie McClay,I get into shenanigans.,360,317,1.135646688,"Omaha, Nebraska",Non-Local,0,0,1->2,New York City,Not Identified
oaklandpoliceca,168919565,violetdiva,mary,,41,181,0.226519337,,Missing,0,0,<1,"Oakland, CA",Not Provided
SpokanePD,168939171,istanbuldave,Dave Johnson,,65,232,0.280172414,"Istanbul, Turkey",Non-Local,0,0,<1,"Spokane, WA",Not Provided
VBPD,169125393,dcsportsfan75,Jonathan Pick,,45,167,0.269461078,,Missing,0,0,<1,"Virginia Beach, VA",Not Provided
NYPDnews,169367944,innerstrumpf,Inner Strumpf,"Going on about social commentary, healthy food, a little politics, mobile phone tech & automobiles.",111,166,0.668674699,Your monitor,Non-Local,0,0,<1,New York City,Not Identified
PortlandPolice,169650245,walkerartmedia,Walker Media,Public Relations Office of the Walker Art Center. Rachel Joyce tweeting.,1396,1056,1.321969697,"Minneapolis, MN",Non-Local,0,0,1->2,"Portland, Oregon",Other Sectors
SFPD,170062515,pedestrianist,Josh Bingham,,190,71,2.676056338,San Francisco,Local,0,0,2->10,"San Francisco, CA",Not Provided
NYPDnews,170163629,803codered,Presidential Bush,RNE Real Nigga Entertainment Know Your Role And Shut Your Mouth,428,419,1.021479714,White House,Non-Local,0,0,1->2,New York City,Not Identified
SLMPD,170193646,newblar17,Christopher Newbold,I am the spice of life,122,392,0.31122449,,Missing,0,0,<1,"St. Louis, MO",Not Identified
NYPDnews,170194955,nicolenassri,Nicole Nassri,"Professional Event Planner to the legal movers and shakers of Toronto, Globe trotter in patent heels, WW foodie, Sophisticated fan girl",55,35,1.571428571,Toronto,Non-Local,0,0,1->2,New York City,Other Sectors
NYPDnews,170201802,mherzenberg,Michael Herzenberg,General Assignment Reporter-NY1 /\/\ Traditional Journalist striving to add valuable content to the public discourse,1065,251,4.243027888,"Manhattan, NY",Local,0,0,2->10,New York City,Media
NYPDnews,170699708,weijiajiangtv,Weijia Jiang,"Reporter for WCBS @cbsnewyork @Williamandmary @newhousebdj alum. Always looking for next great story, adventure, and meal. Got tips? Let's talk!",4886,2439,2.003280033,"New York, NY",Local,0,0,>10,New York City,Media
CLEpolice,171403133,jstnmchl,Justin Carissimo,Writer/Producer/Vigilante,1935,1130,1.712389381,NYC,Non-Local,0,0,1->2,"Cleveland, OH",Media
NYPDnews,171418285,jakegrunblatt,jake gee ,,235,402,0.584577114,brooklyn n.y,Local,0,0,<1,New York City,Not Provided
NYPDnews,171575862,sboedc,SoBRO ,Positive news on progress and possibilities in the Bronx. SoBRO has been bettering the Bronx since 1972!,1259,875,1.438857143,"Bronx, NY 10455",Local,0,0,1->2,New York City,Media
NYPDnews,171644889,jessicaproud,Jessica Proud,PR & Political Consultant. Partner @ The November Team. My tweets are my own and RT's are not endorsements.,1878,511,3.675146771,"NY, NY",Local,0,0,2->10,New York City,Other Sectors
PortlandPolice,171701859,jthomasshort,J. Thomas Short,I'm an aspiring renaissance man.,51,40,1.275,,Missing,0,0,1->2,"Portland, Oregon",Not Identified
NYPDnews,171901543,joshthefeminist,Josh innit ,Real Gs move in silence like lasagne,409,382,1.070680628,,Missing,0,0,1->2,New York City,Not Identified
SFPD,172020392,twittersf,Twitter in The City,San Francisco born and bred. Looking to make a positive impact in our hometown.,474543,124,3826.959677,San Francisco ,Local,0,0,>10,"San Francisco, CA",Not Identified
NYPDnews,172450245,friendsseminary,Friends Seminary,"Friends Seminary, the oldest continuously co-educational school in NYC, serves college-bound day students in Kindergarten-Grade 12.",996,154,6.467532468,New York City,Local,0,0,2->10,New York City,Other Sectors
PortlandPolice,172630895,amyfuger,Amy,"Army Vet w/ 2 tours 2 Iraq, Criminal Justice student, Browncoat, Whovian, Nerd, Geek, Introvert, PNW Sports Fan",461,1025,0.449756098,"Portland, OR / Vancouver, WA",Local,0,0,<1,"Portland, Oregon",Not Identified
NYPDnews,172730626,mashat22,Marsha Tyszler,"I'm 33 from NYC w/ #RSD, #Fibromyalgia, a #TBI & more from a 2003 accident. I Œ_Œù_ #HigherEd @Smule @Kickstarter & #life! Follow me if you dare to #dreamBIG! :-)",620,1984,0.3125,"Bronx, NY",Local,0,0,<1,New York City,Not Identified
SLMPD,172743169,juanmthompson,Juan M. Thompson,For croissants & peace | Journalist @the_intercept | juan@theintercept.com | https://soundcloud.com/maz-juan,3165,248,12.76209677,New York,Non-Local,0,0,>10,"St. Louis, MO",Media
NYPDnews,173027048,alexblenkinsopp,Alex Blenkinsopp,Lifelong Queens resident who cares about my community. Director of the Woodhaven Residents' Block Association (@WoodhavenNYC) & Queens Community Board 9 member.,629,1082,0.581330869,"Queens, NY",Local,0,0,<1,New York City,Other Sectors
NYPDnews,173141091,josespacely,John Starks,"A Fool With Perspective.

Music is life.





instagram/snapchat | josespacely",1353,664,2.037650602,"UPTOWN, USA.",Non-Local,0,0,>10,New York City,Not Identified
NYPDnews,173260818,gattotony,Tony Gatto,Award-winning journalist.Currently Assignment Editor at WPIX-TV/Blogger/Social Media news guy. Veteran of CBS and ABC News.,821,1524,0.538713911,"Brooklyn, NY",Local,0,0,<1,New York City,Media
NYPDnews,173431221,cabrobst,Charles Brobst,"The first thing we do, let's kill all the lawyers.Œ_í_íñWilliam Shakespeare",339,402,0.843283582,,Missing,0,0,<1,New York City,Not Identified
NYPDnews,173514323,netdep911,NetDep,Making nowhere my somewhere special.,742,677,1.096011817,Pacific Northwest,Non-Local,0,0,1->2,New York City,Not Identified
SLMPD,173646595,rodpat1978,Patrick...Its me!!!!,"God, Family & Sports makes life fun!!",260,349,0.744985673,314..is were I'm at!!,Local,0,0,<1,"St. Louis, MO",Not Identified
NYPDnews,173704968,13lake,Blake Neiman,"opinions, photos and beard are my own.",683,1961,0.348291688,suburbia / nyc / lbi,Local,0,0,<1,New York City,Other Sectors
NYPDnews,173795979,producedbyme,Uncle (and)Drew,The Zac Efron of life.,122,401,0.304239401,Bay Area -- New York,Local,0,0,<1,New York City,Not Identified
NYPDnews,173906924,chris_koehnlein,chris Koehnlein ,,44,96,0.458333333,,Missing,0,0,<1,New York City,Not Provided
NYPDnews,173935281,annedepasquale,Anne DePasquale ,"Artist-Broadway milliner, painter. Handmade, custom & ready to wear Millinery. Accessories, handbags, paintings inspired by the classics with Uptown Funk",371,521,0.712092131, NYC,Local,0,0,<1,New York City,Other Sectors
NYPDnews,174009821,itsmelodia,New York's Melody,"Don't debate me, debate my bank account, that's where your words of encouragement are needed. 



Instagram: ItsMelodia",329,78,4.217948718," Brooklyn, Ny",Local,0,0,>10,New York City,Not Identified
NYPDnews,174911327,_shmack,$hmack,UE x ITYB,345,140,2.464285714,"Harlem, NY x Lawrence, MA ",Local,0,0,>10,New York City,Not Identified
NYPDnews,175121967,smoo7hcriminal,Pancho,"Let me talk my sheeiiit! ! 



Instagram: SMOOTHCRIMINAL___",453,374,1.211229947,6 block city ,Local,0,0,1->2,New York City,Not Identified
NYPDnews,175478768,swedennewyork,swedennewyork.com,"If you have a thing for Sweden, or want to stay updated on concerts, art shows & other events in NYC. For business: @swedennybiz /xo Consulate General of Sweden",3705,1094,3.386654479,"New York, New York",Local,0,0,>10,New York City,Other Sectors
SLMPD,175517044,philharris29,Phillip Harris,Lead Pastor of Spirit of Life Church STL @solcstl.  Educator.  Coffee Drinker. Parent. Husband.  Avid Reader.  Lover of Social Justice and God's People.,290,272,1.066176471,"Ferguson, Missouri ",Non-Local,0,0,1->2,"St. Louis, MO",Not Identified
SLMPD,175607108,ilacewords,ilacewords,DFW. Supporting my local music. I tweet about random stuff that interests me. Retweet is not endorsement. Gamer. Currently #GW2 #Sevensolar @newmagnorth,412,304,1.355263158,Texas,Non-Local,0,0,1->2,"St. Louis, MO",Not Identified
detroitpolice,175630840,barbie_adams,Barbie Adams,I'm a monster.,679,539,1.25974026,,Missing,0,0,1->2,"City of Detroit, MI",Not Identified
NYPDnews,175981968,gaga216,Shawn Morgan,Digital Activist. Born and raised in the inner city of CLE.  Edgewater/Cudell Neighborhood,82,97,0.845360825,Cleveland OH. ,Non-Local,0,0,<1,New York City,Not Identified
NYPDnews,176103612,jillmarette99,Jill Poklemba,AVP of Development & Comm @thefortunesoc. Board Member @nyccgc. Views expressed are my own. http://fortunesociety.org / http://nyccgc.org,852,2001,0.425787106,"Forest Hills, NY",Local,0,0,<1,New York City,Not Identified
PortlandPolice,176230661,ikingfish,Jimmy Fisher,Been pimpin since pimpin since pimp pimpin like Mike Epps!,174,266,0.654135338,"Portland, Or",Local,0,0,<1,"Portland, Oregon",Not Identified
NYPDnews,176309297,gregjmorris,Gregory J Morris,President and Executive Director                                                         Stanley Isaacs Neighborhood Center,288,596,0.483221477,New York City,Local,0,0,<1,New York City,Other Sectors
oaklandpoliceca,176522431,brennaskates,Brenna Noonan,"hockey player, composer, feminist crusader, no waver, punk rocker, show jumper, stunt rider, beer drinker, high heel wearer",1052,1986,0.529707956,"Oakland, CA / Boston, MA",Local,0,0,<1,"Oakland, CA",Not Identified
PortlandPolice,176569533,theriaultpdx,Denis C. Theriault,Statehouse reporter | @Oregonian,3092,1202,2.572379368,,Missing,0,0,>10,"Portland, Oregon",Media
NYPDnews,177182826,mizrachelparker,Rachel,"An aspiring teacher, traveler, and cat lady. A lover of broadway, buffalo pizza, and Barnes & Noble. You are a beautiful, talented, brilliant, powerful musk ox.",454,303,1.498349835,SUNY Oneonta 2018,Non-Local,0,0,1->2,New York City,Not Identified
NYPDnews,177271043,daneischaps,Dane Hawks,"Following in His footsteps, #HawksBro #BuckeyeNation #DumbledoresArmy",725,651,1.113671275,"Longview,  TX ",Non-Local,0,0,1->2,New York City,Not Identified
NYPDnews,178033656,ewonee_,(e_1.),"21. nyc. soniccreator.

creating music with my ears .   BOOKING /$erious inquiries : marquiceturk@yahoo.com",695,429,1.62004662,among the frequencies.,Non-Local,0,0,1->2,New York City,Not Identified
NYPDnews,178052933,joshmargolin,Josh Margolin,Senior Investigative Reporter at ABC News. Co-author of The Jersey Sting. Email me at Josh.Margolin@ABC.com.,2122,1573,1.349014622,,Missing,0,0,1->2,New York City,Media
SFPD,178885873,tobiemarx,Mark Ellinger,"Photographer, writer, local historian, misfit.",439,242,1.814049587,San Francisco,Local,0,0,1->2,"San Francisco, CA",Media
SLMPD,178930285,ms_tjp,Ida B. Yomama ,I woke up in Ferguson,1591,354,4.494350282,somewhere knitting ,Non-Local,0,0,2->10,"St. Louis, MO",Not Identified
NYPDnews,178934690,lolliholic,LOLLY ZHONG,"Denim designer, denim collector, fashion consultant, artist, art teacher. Now I travel around the world and eat/cook.",164,440,0.372727273,,Missing,0,0,<1,New York City,Other Sectors
CLEpolice,178947924,avtramontano,Tony Tramontano,"Scribbler, reader, father, pixel pusher, info facilitator, new media producer, naturalist, egalitarian, Œ_í´Œ_",139,856,0.162383178,A sunny place,Local,0,0,<1,"Cleveland, OH",Other Sectors
oaklandpoliceca,179094652,dvbeltran,David Beltran,"Communications Director, Attorney General @KamalaHarris. Opinions are my own.",909,1582,0.574589128,San Francisco Bay Area,Non-Local,0,0,<1,"Oakland, CA",Other Sectors
SLMPD,179502736,reverendnupe,Shaun Ellison Jones,"Born again, husband to Lornetta, son of Sammieq & Sandra, Pastor of Mount Zion St. Louis, Nupe, and friend to many!",789,735,1.073469388,"Saint Louis, MO",Local,0,0,1->2,"St. Louis, MO",Not Identified
PortlandPolice,180056529,offthewald,Seth Greenwald,"Accepted that art is my calling, Doubters be damned. That means you, Man in the White Cowboy Hat.",119,187,0.636363636,"Winter Park, FL",Non-Local,0,0,<1,"Portland, Oregon",Not Identified
NYPDnews,180066496,thorstenroth212,Thorsten Roth,"Thorsten Roth is a New York City based Photographer/Director shooting Fashion, Beauty and Celebs for Editorials, Advertising and the Music Industry.",311,91,3.417582418,NYC/Worldwide,Local,0,0,>10,New York City,Other Sectors
ScottsdalePD,180106610,kevinonthedesk,K Curran,Preparing to teach the journalists of the future at OU @GaylordCollege. Often seen on @KOCONews desk. Cactus League Engineer Oakland A's Radio.,1757,715,2.457342657,"Norman, Oklahoma",Non-Local,0,0,>10,"Scottsdale, Arizona",Other Sectors
NYPDnews,180150418,spaniishnigga,DIDDY,HALF THESE NIGGAS WANNA BE THE MAN JUST CAUSE... I HATE BITCHES IN WEDGES !! I GHOSTWRITE FOR ROMEO SANTOS AND TREY SONGZ,1102,600,1.836666667,TRUE YORK ,Local,0,0,1->2,New York City,Not Identified
NYPDnews,180212590,nancybradyusa,Nancy USAŒ_Œù_Œ´í_ŒèŒ_íèí_,#SmallTown #American girl #NC #Christian Ultra #Conservative #GodBlessAmerica #Constitution #NRA #2A #WAAR #BENGHAZI #AVGeek  #í‚_í‚íóí‚í_Œˆ__í‚_í‚í_í‚Œ±í‚_í‚_,5166,5576,0.926470588,USA,Non-Local,0,0,<1,New York City,Not Identified
SpokanePD,180262385,jimmywhacko,Jimmy Whacko,,3458,470,7.357446809,"Spokane, Washington",Local,0,0,>10,"Spokane, WA",Not Provided
